6.54917 1.8447 -0.0226288 -0.0225701 5.87e-05 -0.1298704172 
4.9274 1.02179 -0.154018 -0.153654 0.000364 -0.118307808315 
-3.28386 3.81364 -0.153929 -0.153131 0.000798 -0.259884061747 
-0.236579 5.07273 -0.146474 -0.145773 0.000701 -0.239865593146 
2.40335 4.80213 -0.106496 -0.106007 0.000489 -0.230114398385 
-4.45068 2.68116 -0.128774 -0.128186 0.000588 -0.228829389788 
-11.7141 8.2279 -7.79495e-06 -7.76228e-06 3.267e-08 -0.209998823698 
1.90545 6.37346 -0.0266225 -0.0264976 0.0001249 -0.235127569413 
8.8617 5.21994 -0.000555795 -0.000553839 1.956e-06 -0.176274339106 
-0.404176 5.06153 -0.14657 -0.145867 0.000703 -0.240393657437 
1.07194 5.0147 -0.138708 -0.138047 0.000661 -0.238839406695 
2.16341 4.5851 -0.147824 -0.147138 0.000686 -0.232572331351 
0.499581 5.03173 -0.15001 -0.149292 0.000718 -0.239891480845 
4.88982 2.34614 -0.100473 -0.10011 0.000363 -0.180972465264 
-1.14219 5.74688 -0.0625893 -0.0622845 0.0003048 -0.244086429659 
4.05481 2.99795 -0.152253 -0.151637 0.000616 -0.202704926125 
-6.25644 3.17769 -0.017958 -0.0178871 7.09e-05 -0.197795514589 
4.9846 1.04895 -0.143974 -0.143634 0.00034 -0.118216461295 
-5.1999 12.0989 -2.67871e-05 -2.6655e-05 1.321e-07 -0.247183400353 
41.6251 19.5808 1.12829e-19 1.12457e-19 -3.72e-22 -0.16512344309 
-0.503037 5.33698 -0.107582 -0.107065 0.000517 -0.240860575736 
4.48783 2.95772 -0.105914 -0.105496 0.000418 -0.197720070006 
1.91873 4.83839 -0.127515 -0.126919 0.000596 -0.234245423175 
-5.2038 1.27558 -0.107908 -0.10763 0.000278 -0.128979576687 
-1.39077 5.1628 -0.10921 -0.108674 0.000536 -0.246002460025 
2.74421 4.17963 -0.159576 -0.158866 0.00071 -0.222960539125 
0.604641 5.56765 -0.0828772 -0.0824815 0.0003957 -0.239297962551 
-2.14467 4.60423 -0.146315 -0.145572 0.000743 -0.254550562375 
-4.65041 2.1635 -0.138551 -0.137967 0.000584 -0.211197824373 
1.69784 4.99706 -0.11778 -0.117225 0.000555 -0.236165187975 
-4.99318 1.77253 -0.115141 -0.114729 0.000412 -0.179231739679 
-2.79989 7.97271 -0.00391594 -0.00389654 1.94e-05 -0.248320635701 
-3.56425 3.82488 -0.124271 -0.123638 0.000633 -0.255335627186 
9.28091 6.62449 -0.000171332 -0.000170692 6.4e-07 -0.1871213716 
2.15609 4.74013 -0.127163 -0.126573 0.00059 -0.232525144244 
3.38872 4.8526 -0.058675 -0.0584172 0.0002578 -0.220168380131 
-1.5541 5.23627 -0.0963264 -0.0958518 0.0004746 -0.246958291835 
-4.60201 2.0533 -0.152858 -0.152221 0.000637 -0.208798376814 
-2.47601 7.57994 -0.00649028 -0.00645817 3.211e-05 -0.247983349358 
-3.96767 3.63522 -0.105163 -0.104643 0.00052 -0.247848011973 
-4.1045 2.90676 -0.154485 -0.153748 0.000737 -0.239104833032 
8.89269 6.2777 -0.000292051 -0.000290962 1.089e-06 -0.18678828774 
-5.42063 3.33071 -0.0363209 -0.0361616 0.0001593 -0.219777187597 
1.73095 4.69082 -0.159592 -0.158842 0.00075 -0.235527613257 
0.820386 5.13433 -0.128281 -0.127669 0.000612 -0.239109201016 
-2.81659 4.86006 -0.0813884 -0.0809726 0.0004158 -0.256095983641 
-2.67722 22.6053 -1.0785e-09 -1.07328e-09 5.22e-12 -0.24258985584 
-4.13606 2.83639 -0.156935 -0.156191 0.000744 -0.237604031604 
23.7352 0.788418 -3.27435e-10 -3.26657e-10 7.78e-13 -0.118943512533 
4.21429 2.76304 -0.152832 -0.152222 0.00061 -0.199964596432 
-2.86215 31.9862 -2.06616e-14 -2.05621e-14 9.95e-17 -0.241366010329 
-0.0922769 6.89844 -0.0204376 -0.0203394 9.82e-05 -0.240822032028 
-3.2562 5.31016 -0.0419774 -0.0417642 0.0002132 -0.254592699447 
12.6009 13.2178 -1.04597e-07 -1.04172e-07 4.25e-10 -0.203574285454 
-4.73918 2.17917 -0.125964 -0.12544 0.000524 -0.208429460152 
